doc_id,year,agency,doc_type,section_type,section_number,layout_list_number,text,layout_type,layout_type_and_number,page_number,element_number_within_page,row
plans-2023-nasa-equity-action-plan_text_210_part_of_layout_list_31.p26.8,2023,nasa-equity-action-plan,plans,text,210,part_of_layout_list_31,"MUREP Program-Level Evaluation Phase II studied how and to what extent the MUREP activities were achieving intended goals and objectives particularly in the areas of student engagement, partnerships, and competitiveness.",Text,Text 210 - part of layout list 31,26,8,4160
plans-2023-nasa-equity-action-plan_text_211_part_of_layout_list_31.p26.9,2023,nasa-equity-action-plan,plans,text,211,part_of_layout_list_31,"Sparking STEM Interest Study identified factors that spark a student's interest in STEM, including groups historically underrepresented in STEM which included socially and culturally appropriate contexts and role models of a variety of real and diverse people.",Text,Text 211 - part of layout list 31,26,9,4161
plans-2023-nasa-equity-action-plan_text_212.p26.10,2023,nasa-equity-action-plan,plans,text,212,NA,Public participation and community engagement events have also contributed to building NASA's body of evidence: Equity Action Plan K-12 Stakeholder Town Hall in September 2022; Broadening Student Participation session at the OSTEM Better Together Conference in,Text,Text 212,26,10,4162
plans-2023-nasa-equity-action-plan_text_213.p27.0,2023,nasa-equity-action-plan,plans,text,213,NA,August/September 2022; and Overcoming Barriers to Broadening Student Participation Listening Session in June 2023. These events contributed to identifying equity barriers described in the previous section.,Text,Text 213,27,0,4163
plans-2023-nasa-equity-action-plan_section_header_37.p27.1,2023,nasa-equity-action-plan,plans,section-header,37,NA,Actions to Achieve Equity:,Section header,Section header 37,27,1,4164
plans-2023-nasa-equity-action-plan_text_214.p27.2,2023,nasa-equity-action-plan,plans,text,214,NA,NASA has taken or will take several actions to achieve equity:,Text,Text 214,27,2,4165
plans-2023-nasa-equity-action-plan_text_215_part_of_layout_list_32.p27.4,2023,nasa-equity-action-plan,plans,text,215,part_of_layout_list_32,"Implement findings strategically from the Internship Process Evaluation regarding barriers in the registration and application system for NASA STEM Internships: NASA uses internships to build a diverse pool of top talent for the future STEM workforce, actively growing the skills necessary through experiential learning opportunities that impact NASA's mission. The Internship Process Evaluation will inform areas where NASA can create actionable items to insure full and equal participation of individuals from underrepresented communities in the internship program. Annually NASA has approximately 2,200 STEM interns, 39 percent of which are women and people from underserved communities. This program will continue to offer a range of options including in-person, hybrid, and virtual internships to meet the needs of students. The program increased mentor training to assist mentors in understanding the significance of mentorship, awareness of unconscious bias, and considerations of cultural differences.",Text,Text 215 - part of layout list 32,27,4,4166
plans-2023-nasa-equity-action-plan_text_216_part_of_layout_list_32.p27.5,2023,nasa-equity-action-plan,plans,text,216,part_of_layout_list_32,"Continue the inaugural MUREP INCLUDES cohort efforts to identify and implement successful approaches to broaden participation, document lessons learned, and conduct evaluations to inform the establishment of a new cohort in 2025: MUREP INCLUDES facilitates the formation of MSI-led coalitions to enhance student participation in engineering-related disciplines and fields. Implementation strategies of this grant opportunity encompass capstone projects, engineering challenges, infusion of NASA content into courses, and relevant programming.",Text,Text 216 - part of layout list 32,27,5,4167
plans-2023-nasa-equity-action-plan_text_217_part_of_layout_list_32.p27.6,2023,nasa-equity-action-plan,plans,text,217,part_of_layout_list_32,Increase K-12 Opportunities: NASA's K-12 efforts aim to spark and sustain student engagement in STEM via mission-driven educational resources and learning opportunities.,Text,Text 217 - part of layout list 32,27,6,4168
plans-2023-nasa-equity-action-plan_text_218_part_of_layout_list_32.p27.7,2023,nasa-equity-action-plan,plans,text,218,part_of_layout_list_32,"Collaborate with the U.S. Department of Education's 21CCLC program: In support of the MOU signed between NASA and ED, NASA will leverage the ED 21CCLC network to provide NASA content and technical assistance and academic enrichment opportunities to ED-selected sites primarily in high-poverty, low-performing schools. Programming is typically conducted during non-school hours where studies show students benefit from increased access to STEM experiences.",Text,Text 218 - part of layout list 32,27,7,4169
plans-2023-nasa-equity-action-plan_text_219_part_of_layout_list_32.p27.8,2023,nasa-equity-action-plan,plans,text,219,part_of_layout_list_32,"Relaunch a redesigned Sparking Participation and Real-world Experiences in STEM (SPARX) in STEM: The Next Gen STEM (NGS) SPARX activity enables broader participation in a NASA challenge by reducing barriers to entry through educator training and support. SPARX is targeted for students with low STEM identity and little STEM experience. Conducted in formal and informal education settings, SPARX emphasizes the engineering design process to connect students to STEM. The activity seeks to reach populations in diverse or underserved communities.",Text,Text 219 - part of layout list 32,27,8,4170
plans-2023-nasa-equity-action-plan_text_220_part_of_layout_list_32.p27.9,2023,nasa-equity-action-plan,plans,text,220,part_of_layout_list_32,Implement a third cohort of Community Anchor Awards: The NGS Community Anchor cooperative agreements strengthen the ability of informal institutions to serve as local,Text,Text 220 - part of layout list 32,27,9,4171
plans-2023-nasa-equity-action-plan_text_221.p28.0,2023,nasa-equity-action-plan,plans,text,221,NA,"hubs bringing NASA STEM and space science to youth and their families in underserved communities. The activity increases the geographic reach of these financial awards, including in rural and urban areas. Informal Education Learning Cohorts enable awardees to learn from each other and share resources and best practices as well as engage with NASA subject-matter-experts.",Text,Text 221,28,0,4172
plans-2023-nasa-equity-action-plan_section_header_38.p28.1,2023,nasa-equity-action-plan,plans,section-header,38,NA,Proposed Metrics (Outputs and Outcomes): Near- to Medium-Term:,Section header,Section header 38,28,1,4173
plans-2023-nasa-equity-action-plan_text_222_part_of_layout_list_33.p28.3,2023,nasa-equity-action-plan,plans,text,222,part_of_layout_list_33,"Create unique opportunities for diverse and inclusive students to contribute to NASA's work in exploration and discovery. Metrics: Advance higher education students' STEM skills by supporting the release of at least 2,200 paper presentations and peer-reviewed research publications through engagement investments; and conduct a MUREP Outcome Assessment.",Text,Text 222 - part of layout list 33,28,3,4174
plans-2023-nasa-equity-action-plan_text_223_part_of_layout_list_33.p28.4,2023,nasa-equity-action-plan,plans,text,223,part_of_layout_list_33,"Build a diverse future STEM workforce by engaging students in authentic learning experiences with NASA's people, content, and facilities. Metric: Meet or exceed targets for two of four categories: Provide STEM engagement opportunities to higher education students for both virtual and in-person STEM engagement activities: (1) racially or (2) ethnically underrepresented students (Hispanics and Latinos, African Americans, American Indians, Alaska Natives, Native Hawaiians and Pacific Islanders), (3) women, and (4) students across all institutional categories and levels (as defined by the U.S. Department of Education).",Text,Text 223 - part of layout list 33,28,4,4175
plans-2023-nasa-equity-action-plan_text_224_part_of_layout_list_33.p28.5,2023,nasa-equity-action-plan,plans,text,224,part_of_layout_list_33,Attract diverse groups of students to STEM through learning opportunities that spark interest and provide connections to NASA's mission and work. Metric: Measure (baseline) the number and diversity of K-12 students exposed to NASA STEM engagement opportunities designed to spark student interest in STEM.,Text,Text 224 - part of layout list 33,28,5,4176
plans-2023-nasa-equity-action-plan_section_header_39.p28.6,2023,nasa-equity-action-plan,plans,section-header,39,NA,Longer-Term:,Section header,Section header 39,28,6,4177
plans-2023-nasa-equity-action-plan_text_225.p28.7,2023,nasa-equity-action-plan,plans,text,225,NA,"Establish well-coordinated and equitable STEM engagement investment areas with demonstrable impacts and benefits for students, educators, and educational institutions. Metric: Execution of the evidence-based decision-making process to support the use of evidence across STEM engagement investments.",Text,Text 225,28,7,4178
plans-2023-nasa-equity-action-plan_section_header_40.p28.8,2023,nasa-equity-action-plan,plans,section-header,40,NA,Public Participation and Community Engagement:,Section header,Section header 40,28,8,4179
